id,date,region,country,category,product,salesperson,quantity,unit_price,discount,total
589,2025-01-27,,Iceland,Office Supplies,Stapler,Priya Sharma,17,13.73,0.25,175.11
590,2025-01-13,Africa,Egypt,Electronics,Mouse,Priya Sharma,14,28.61,0.25,300.42
591,2025-08-14,Asia,Japan,Furniture,Bookshelf,Nagy Péter,7,181.12,0.00,1267.82
592,2025-05-05,Europe,Poland,Software,IDE License,Hans Müller,19,225.04,0.15,3634.40
593,2025-06-02,North America,Mexico,Electronics,Laptop,Nagy Péter,1,1185.47,0.25,889.11
594,2025-07-25,Asia,India,,Gift Card,Kovács Anna,,113.47,0.30,
595,2024-07-21,Asia,Japan,Furniture,Bookshelf,Szabó Éva,1,164.08,0.20,131.26
596,2025-11-09,Asia,South Korea,Office Supplies,Binder,Kovács Anna,19,5.22,0.05,94.25
597,2025-10-27,Europe,France,Software,Antivirus,Nagy Péter,10,47.29,0.25,354.66
598,2024-03-29,Asia,South Korea,Software,Office Suite,John Smith,2,150.29,0.15,255.49
599,2024-02-22,Europe,Germany,,Extended Warranty,Kovács Anna,10,75.58,0.15,642.45
600,2025-03-14,Asia,India,Furniture,Desk Lamp,Nagy Péter,3,50.32,0.05,143.42
601,2025-05-09,Oceania,Australia,Electronics,,Kovács Anna,20,76.54,0.10,1377.73
602,2025-08-24,Africa,,,,Kovács Anna,20,234.42,0.05,4454.02
603,2025-09-20,North America,Canada,Electronics,Laptop,Kovács Anna,5,1306.89,,6534.46
604,2025-10-07,Asia,China,Furniture,Desk,Emily Johnson,,411.87,0.05,
605,2024-11-02,Asia,India,Software,IDE License,Emily Johnson,9,215.74,0.05,1844.56
606,2024-04-03,Africa,South Africa,Software,Office Suite,Szabó Éva,5,167.15,0.20,668.61
607,2024-04-02,Asia,Japan,Software,IDE License,Emily Johnson,10,205.71,0.00,2057.14
608,2024-01-02,South America,Brazil,Electronics,Keyboard,Yuki Tanaka,4,52.00,0.30,145.59
609,2024-01-15,Oceania,,,,John Smith,7,128.17,0.00,897.18
610,2024-09-27,Oceania,New Zealand,Electronics,Keyboard,Carlos García,3,58.31,,174.93
611,2024-12-16,Asia,China,,Shipping,Hans Müller,4,13.44,0.25,40.32
612,2025-02-24,Asia,India,Software,Office Suite,Emily Johnson,12,152.35,0.25,1371.12
613,2025-03-29,Oceania,Australia,Electronics,Monitor,Hans Müller,20,306.42,0.15,5209.16
614,2024-01-19,,Iceland,Office Supplies,Binder,Kovács Anna,1,5.64,0.10,5.08
615,2024-04-08,Africa,Egypt,Electronics,Mouse,Priya Sharma,3,27.50,0.25,61.88
616,2025-03-12,North America,United States,Software,Antivirus,Kovács Anna,17,46.02,0.15,664.93
617,2024-05-22,Asia,South Korea,Electronics,Monitor,Yuki Tanaka,11,304.98,,3354.80
618,2024-10-08,Asia,Japan,Electronics,Headphones,Hans Müller,17,86.55,0.10,1324.24
619,2024-03-18,Oceania,Australia,,Shipping,Nagy Péter,20,13.15,0.20,210.45
620,2024-09-23,Asia,Japan,Office Supplies,Stapler,Yuki Tanaka,18,12.24,0.30,154.23
621,2024-10-10,North America,Canada,Electronics,Keyboard,John Smith,14,,0.15,
622,2024-06-15,Africa,South Africa,Furniture,Bookshelf,Priya Sharma,12,196.39,0.20,1885.35
623,2024-05-21,Asia,China,Office Supplies,Printer Paper,Nagy Péter,12,8.62,0.30,72.37
624,2024-08-19,Asia,Japan,Furniture,Bookshelf,Marie Dubois,1,154.39,0.30,108.07
625,2024-02-28,,Singapore,Electronics,Laptop,Carlos García,13,1361.24,0.20,14156.88
626,2024-09-28,Oceania,Australia,,Gift Card,Priya Sharma,5,108.59,0.30,380.06
627,2024-12-08,Europe,Hungary,Furniture,Bookshelf,John Smith,2,206.97,0.30,289.76
628,2025-04-30,Europe,Hungary,Software,Office Suite,Kovács Anna,20,165.58,0.05,3146.10
629,2025-10-21,Europe,United Kingdom,Software,Office Suite,Nagy Péter,14,,0.05,
630,2025-02-14,Europe,United Kingdom,,Gift Card,Priya Sharma,14,93.77,0.00,1312.81
631,2024-02-16,Asia,India,Office Supplies,Printer Paper,Szabó Éva,17,8.12,0.00,138.12
632,2024-04-09,Africa,Egypt,,Gift Card,Nagy Péter,8,90.46,0.30,506.56
633,2025-11-14,North America,United States,Electronics,Headphones,,15,102.19,0.10,1379.59
634,2024-02-26,,Iceland,Electronics,Mouse,Priya Sharma,5,,0.10,
635,2024-05-13,Africa,South Africa,Furniture,Desk,Yuki Tanaka,7,357.69,0.10,2253.43
636,2025-03-10,Europe,United Kingdom,,Gift Card,Yuki Tanaka,,92.40,,
637,2025-01-22,North America,,,,Emily Johnson,9,430.72,,3876.45
638,2024-04-26,Asia,China,Software,Antivirus,Priya Sharma,14,53.10,0.00,743.37
639,2025-10-15,Oceania,New Zealand,Software,Office Suite,Marie Dubois,14,146.19,0.25,1534.96
640,2024-03-03,Oceania,New Zealand,Electronics,Mouse,Priya Sharma,14,21.87,,306.23
641,2024-09-20,North America,Canada,Electronics,Mouse,Kovács Anna,14,21.64,0.30,212.11
642,2025-02-04,Oceania,New Zealand,,Extended Warranty,Szabó Éva,6,83.94,0.25,377.72
643,2025-07-02,Asia,China,Furniture,Desk,Nagy Péter,18,420.41,,7567.33
644,2024-12-01,South America,Argentina,Furniture,Office Chair,Yuki Tanaka,19,272.07,0.20,4135.49
645,2025-04-19,Asia,India,Electronics,Laptop,Emily Johnson,8,1256.01,,10048.11
646,2024-07-20,Africa,Egypt,Software,IDE License,Marie Dubois,11,176.69,0.00,1943.54
647,2025-03-11,Africa,Egypt,,Extended Warranty,Priya Sharma,18,79.44,0.15,1215.45
648,2024-06-27,Africa,South Africa,Software,IDE License,Emily Johnson,6,222.11,0.20,1066.14
649,2025-12-30,,Iceland,Electronics,Mouse,Nagy Péter,10,25.36,0.00,253.58
650,2025-08-22,Oceania,New Zealand,,Shipping,Carlos García,2,14.27,0.30,19.97
651,2025-02-06,,Iceland,Furniture,Desk,Nagy Péter,15,345.11,0.10,4658.94
652,2024-12-21,Asia,China,Software,IDE License,Nagy Péter,8,216.45,0.00,1731.63
653,2024-10-27,Africa,South Africa,Furniture,Desk Lamp,Yuki Tanaka,12,39.38,0.15,401.71
654,2024-09-15,,Iceland,Electronics,Laptop,Szabó Éva,16,1280.73,0.00,20491.66
655,2024-09-22,Asia,China,Electronics,,Carlos García,18,223.39,0.05,3820.00
656,2024-11-17,North America,Mexico,Electronics,Keyboard,Hans Müller,7,59.69,0.10,376.02
657,2024-07-15,Asia,India,Electronics,Monitor,John Smith,17,384.07,,6529.22
658,2025-11-21,North America,Mexico,Office Supplies,Stapler,John Smith,11,11.54,,126.92
659,2025-12-10,,Singapore,Electronics,Keyboard,Yuki Tanaka,15,64.09,0.20,769.06
660,2025-06-08,Europe,Hungary,Software,IDE License,Szabó Éva,15,218.73,0.15,2788.76
661,2025-04-03,,Singapore,,Gift Card,Kovács Anna,9,114.08,0.10,924.06
662,2024-03-09,Asia,India,Office Supplies,Stapler,,14,11.49,0.10,144.76
663,2025-10-12,Oceania,New Zealand,,Extended Warranty,John Smith,20,88.61,0.20,1417.83
664,2025-11-22,Europe,United Kingdom,Furniture,Desk Lamp,Priya Sharma,20,42.28,0.00,845.57
665,2025-10-28,North America,Canada,Office Supplies,Pens,Priya Sharma,17,4.50,0.05,72.60
666,2024-04-10,Asia,Japan,Furniture,Bookshelf,Marie Dubois,12,206.66,0.10,2231.89
667,2024-04-26,Oceania,New Zealand,Electronics,Mouse,Carlos García,4,21.93,0.20,70.18
668,2025-06-05,Europe,Hungary,Furniture,Bookshelf,Priya Sharma,11,205.63,0.20,1809.50
669,2025-09-26,Asia,India,Electronics,Laptop,Kovács Anna,4,1258.75,0.05,4783.26
670,2024-09-09,South America,Brazil,Furniture,Desk,Carlos García,10,341.20,0.10,3070.81
671,2024-12-14,North America,Canada,Electronics,Mouse,Marie Dubois,2,22.75,0.20,36.40
672,2025-06-02,North America,United States,Office Supplies,Stapler,Yuki Tanaka,,13.75,0.15,
673,2024-05-28,South America,Brazil,,Shipping,Kovács Anna,3,14.43,0.25,32.47
674,2025-09-24,Oceania,New Zealand,Electronics,Laptop,Yuki Tanaka,1,1177.15,0.15,1000.58
675,2024-12-23,,Singapore,Furniture,Office Chair,Hans Müller,20,246.98,0.30,3457.72
676,2025-12-31,Oceania,New Zealand,,Extended Warranty,Szabó Éva,9,88.93,,800.33
677,2024-06-20,Africa,South Africa,Electronics,Monitor,Emily Johnson,12,343.21,0.10,3706.69
678,2024-12-12,Europe,France,Software,IDE License,Szabó Éva,4,204.19,0.00,816.75
679,2024-08-24,Europe,France,Electronics,Keyboard,Priya Sharma,9,65.38,,588.46
680,2024-06-19,North America,United States,Office Supplies,Printer Paper,Marie Dubois,7,8.90,0.30,43.61
681,2024-10-02,Oceania,Australia,Office Supplies,Pens,Priya Sharma,7,,0.20,
682,2024-06-30,Asia,South Korea,Office Supplies,Stapler,Hans Müller,8,10.60,,84.83
683,2025-10-22,North America,United States,Electronics,Headphones,Yuki Tanaka,5,76.69,0.05,364.26
684,2025-06-02,Europe,France,Office Supplies,Printer Paper,John Smith,2,,,
685,2024-10-27,South America,Brazil,Electronics,Keyboard,Hans Müller,5,56.93,,284.65
686,2025-01-14,Asia,India,Office Supplies,Binder,Hans Müller,11,5.35,0.00,58.87
687,2025-04-10,North America,Mexico,,Gift Card,Emily Johnson,20,111.44,0.05,2117.29
688,2025-02-22,Oceania,Australia,Electronics,Mouse,Kovács Anna,,26.95,0.15,
689,2025-01-10,Oceania,Australia,Electronics,Headphones,Yuki Tanaka,4,82.89,0.20,265.23
690,2024-11-27,,Singapore,Software,,Priya Sharma,6,165.56,0.30,695.35
691,2025-06-30,South America,Brazil,,Extended Warranty,Kovács Anna,10,75.90,0.15,645.18
692,2025-06-24,Asia,Japan,Software,Office Suite,Yuki Tanaka,1,154.68,0.20,123.75
693,2025-01-01,Africa,South Africa,Office Supplies,Pens,Kovács Anna,19,4.31,0.30,57.27
694,2024-10-03,,Iceland,Electronics,Laptop,Carlos García,15,1142.27,,17134.07
695,2025-03-14,Africa,Egypt,Office Supplies,,Carlos García,14,66.83,0.20,748.50
696,2024-07-31,Africa,,,,Emily Johnson,5,76.78,0.05,364.69
697,2025-04-01,North America,Mexico,Electronics,Laptop,Kovács Anna,5,1349.96,0.15,5737.32
698,2024-12-21,North America,Canada,Furniture,Desk,Hans Müller,,364.86,0.05,
699,2025-03-02,Asia,China,,Shipping,Yuki Tanaka,8,13.71,0.00,109.67
700,2024-03-04,Europe,United Kingdom,Office Supplies,Pens,Emily Johnson,17,3.55,0.20,48.25
701,2025-06-23,Oceania,New Zealand,Software,Office Suite,Priya Sharma,12,,0.00,
702,2025-11-21,Asia,China,Furniture,Desk Lamp,Hans Müller,4,43.18,0.15,146.81
703,2024-03-13,,Iceland,Furniture,Desk Lamp,Hans Müller,12,40.20,0.05,458.23
704,2024-03-18,,Iceland,Office Supplies,Pens,Szabó Éva,13,4.16,0.05,51.41
705,2024-05-18,North America,,,,Szabó Éva,20,234.84,0.05,4462.05
706,2024-05-07,Oceania,Australia,Furniture,Desk Lamp,Carlos García,13,49.07,0.25,478.47
707,2024-12-13,Africa,Egypt,,Shipping,Hans Müller,7,16.99,0.20,95.15
708,2024-09-03,Oceania,Australia,Office Supplies,Stapler,Nagy Péter,6,,0.30,
709,2025-04-14,,Singapore,Furniture,,Szabó Éva,,107.23,0.00,
710,2024-10-15,North America,Mexico,Office Supplies,Pens,,4,4.50,0.30,12.61
711,2024-01-12,Europe,Poland,Office Supplies,Pens,Szabó Éva,19,3.56,0.15,57.50
712,2024-07-25,Asia,India,Office Supplies,Printer Paper,John Smith,8,7.23,0.10,52.04
713,2025-07-05,North America,Canada,Electronics,Headphones,Nagy Péter,6,87.24,0.20,418.77
714,2025-02-18,,Iceland,Furniture,,Kovács Anna,18,191.77,0.15,2934.08
715,2024-01-25,Europe,France,Electronics,Mouse,Szabó Éva,14,22.74,0.20,254.64
716,2025-06-28,Oceania,Australia,Electronics,Headphones,Nagy Péter,2,97.38,0.20,155.80
717,2024-09-29,North America,Mexico,Software,Antivirus,John Smith,19,56.49,0.05,1019.61
718,2024-03-11,North America,,,,Yuki Tanaka,18,157.34,,2832.15
719,2025-09-25,Africa,Egypt,Furniture,Desk Lamp,Emily Johnson,9,44.94,0.30,283.12
720,2024-08-11,Asia,Japan,Office Supplies,Binder,Yuki Tanaka,6,5.11,,30.68
721,2025-11-16,Asia,India,,Shipping,Emily Johnson,12,13.44,0.25,120.97
722,2024-08-16,Asia,South Korea,Software,Office Suite,Szabó Éva,12,,0.00,
723,2025-03-10,North America,,,,Szabó Éva,12,124.07,,1488.79
724,2025-06-25,South America,Brazil,Furniture,Office Chair,Kovács Anna,5,275.90,0.20,1103.59
725,2024-11-26,Europe,United Kingdom,Office Supplies,Printer Paper,Carlos García,3,7.53,0.25,16.94
726,2025-04-18,Europe,Germany,Furniture,Desk Lamp,Carlos García,6,41.57,,249.45
727,2024-12-14,North America,Canada,,Extended Warranty,John Smith,3,73.01,0.25,164.28
728,2024-07-19,Europe,Germany,Office Supplies,Stapler,Yuki Tanaka,13,12.71,0.15,140.50
729,2024-02-01,South America,Argentina,,Shipping,Priya Sharma,3,15.99,,47.98
730,2024-12-28,South America,Brazil,Furniture,Desk,John Smith,14,434.36,0.10,5472.95
731,2025-10-02,Europe,Hungary,Software,Antivirus,,18,49.47,0.10,801.44
732,2025-08-23,,Iceland,Furniture,Desk,Kovács Anna,13,394.75,0.00,5131.77
733,2024-06-01,Asia,India,Furniture,Desk Lamp,,15,39.49,0.30,414.68
734,2025-03-10,North America,Canada,Electronics,Headphones,Emily Johnson,10,80.27,0.10,722.44
735,2024-05-05,North America,United States,Furniture,Office Chair,Priya Sharma,18,234.98,0.25,3172.18
736,2025-10-02,Asia,South Korea,Office Supplies,Stapler,Nagy Péter,11,13.61,0.20,119.81
737,2025-05-31,North America,Mexico,Electronics,Monitor,Hans Müller,5,345.90,0.25,1297.14
738,2024-12-30,North America,Mexico,Electronics,Mouse,John Smith,11,23.07,0.10,228.42
739,2024-12-31,Europe,Poland,Furniture,Bookshelf,Yuki Tanaka,3,191.90,,575.70
740,2024-11-13,Africa,,,,Kovács Anna,15,409.94,0.05,5841.58
741,2024-04-22,Africa,Egypt,Furniture,Bookshelf,Carlos García,8,164.73,0.25,988.37
742,2024-11-17,Asia,South Korea,Electronics,Monitor,John Smith,7,389.98,0.00,2729.87
743,2025-09-15,Africa,South Africa,Furniture,Bookshelf,Marie Dubois,20,177.16,0.10,3188.97
744,2025-04-14,Oceania,New Zealand,Electronics,Laptop,Szabó Éva,1,1138.95,0.15,968.10
745,2024-02-21,Europe,Germany,Office Supplies,Printer Paper,Carlos García,15,7.94,0.25,89.35
746,2024-05-13,Europe,France,Electronics,Headphones,Nagy Péter,10,90.92,0.05,863.77
747,2025-10-09,Europe,Poland,Furniture,Desk,Priya Sharma,17,447.51,0.15,6466.48
748,2025-08-12,Africa,Egypt,,Shipping,Yuki Tanaka,20,15.32,0.05,291.00
749,2024-09-25,North America,United States,Office Supplies,Stapler,Kovács Anna,4,13.64,,54.58
750,2024-03-28,South America,Argentina,,Shipping,Kovács Anna,19,16.09,,305.76
751,2025-11-26,Asia,China,Software,IDE License,Emily Johnson,20,173.97,0.15,2957.52
752,2024-01-17,Asia,South Korea,Software,Office Suite,Szabó Éva,9,155.73,0.10,1261.41
753,2025-03-22,South America,Argentina,Software,Office Suite,Priya Sharma,17,137.73,0.10,2107.32
754,2024-10-06,Asia,India,,Extended Warranty,Hans Müller,17,79.96,0.30,951.58
755,2025-08-17,Oceania,Australia,,Extended Warranty,Nagy Péter,3,91.56,0.05,260.94
756,2025-01-12,Asia,Japan,Office Supplies,Printer Paper,Emily Johnson,13,7.46,0.05,92.10
757,2025-04-20,Africa,Egypt,Software,Office Suite,Nagy Péter,12,139.73,,1676.75
758,2024-06-10,Africa,Egypt,Office Supplies,Pens,Carlos García,13,3.82,0.30,34.73
759,2025-02-10,Africa,Egypt,,Shipping,Szabó Éva,10,15.71,0.00,157.12
760,2025-08-23,North America,Canada,Office Supplies,Binder,Hans Müller,15,6.62,,99.29
761,2025-04-02,North America,Mexico,,Shipping,Marie Dubois,16,14.16,0.05,215.23
762,2025-11-21,Oceania,,,,Hans Müller,10,294.75,0.05,2800.08
763,2024-05-30,Africa,Egypt,Furniture,Desk,Emily Johnson,4,341.16,0.15,1159.95
764,2024-10-30,Africa,South Africa,Electronics,Laptop,Yuki Tanaka,10,1054.01,0.25,7905.10
765,2025-06-07,,Iceland,Software,Antivirus,Hans Müller,13,56.82,0.15,627.86
766,2025-02-16,Asia,India,Furniture,Desk,Yuki Tanaka,15,448.14,0.15,5713.73
767,2024-05-18,South America,Argentina,Software,Antivirus,Kovács Anna,9,53.01,0.00,477.05
768,2025-09-19,Europe,Hungary,,Shipping,Emily Johnson,18,16.70,,300.60
769,2024-03-11,South America,Brazil,Software,Antivirus,John Smith,4,55.54,0.25,166.61
770,2025-11-26,Asia,China,Furniture,Bookshelf,Priya Sharma,18,,0.00,
771,2024-03-28,Europe,Hungary,Software,Antivirus,Marie Dubois,16,54.06,0.00,864.94
772,2024-02-17,North America,Canada,Furniture,Bookshelf,Nagy Péter,6,185.47,0.20,890.27
773,2024-03-07,South America,Argentina,Office Supplies,Binder,Carlos García,5,5.48,0.30,19.18
774,2025-10-30,North America,United States,,Extended Warranty,Kovács Anna,18,75.29,0.20,1084.19
775,2025-02-02,Asia,Japan,Electronics,Keyboard,Nagy Péter,15,61.88,0.20,742.51
776,2024-04-10,South America,Brazil,Furniture,Office Chair,Hans Müller,14,258.25,0.05,3434.76
777,2024-10-20,Europe,France,Furniture,Desk Lamp,Marie Dubois,1,49.68,0.15,42.23
778,2024-08-18,Oceania,,,,Yuki Tanaka,15,484.53,0.25,5450.94
779,2024-07-22,Africa,South Africa,,Shipping,Emily Johnson,8,14.14,,113.11
780,2025-11-03,Africa,South Africa,Furniture,Desk Lamp,Priya Sharma,2,50.26,0.15,85.45
781,2025-11-16,Europe,Poland,Electronics,Laptop,John Smith,20,1105.65,0.05,21007.37
782,2025-10-16,Asia,Japan,Software,Office Suite,Szabó Éva,4,140.02,0.00,560.09
783,2024-09-27,Asia,India,,Shipping,Emily Johnson,19,13.37,0.20,203.23
784,2024-04-18,,Singapore,Electronics,Laptop,Hans Müller,16,1371.52,0.25,16458.28
785,2025-05-03,Europe,Poland,Furniture,Desk Lamp,Marie Dubois,8,46.36,0.25,278.18
786,2025-12-02,Europe,Germany,Office Supplies,,,10,224.53,,2245.31
787,2025-02-09,,Singapore,Furniture,Office Chair,Priya Sharma,2,285.63,0.15,485.57
788,2025-08-25,South America,Argentina,Software,Antivirus,Yuki Tanaka,14,47.11,0.15,560.66
789,2024-08-26,Europe,United Kingdom,Furniture,Desk,John Smith,2,416.14,0.05,790.67
790,2025-05-19,,Singapore,Furniture,Desk,Priya Sharma,1,347.18,0.25,260.39
791,2024-07-08,,Singapore,Office Supplies,Stapler,Marie Dubois,,10.81,0.30,
792,2024-11-30,Europe,Poland,,Gift Card,Emily Johnson,1,85.60,0.00,85.60
793,2025-10-04,Africa,South Africa,,Shipping,John Smith,16,14.20,0.05,215.79
794,2024-11-20,Oceania,New Zealand,Electronics,Laptop,John Smith,1,1371.63,0.25,1028.73
795,2024-09-30,Asia,China,Office Supplies,Stapler,Yuki Tanaka,1,11.90,,11.90
796,2024-09-28,Europe,Hungary,Office Supplies,Pens,Szabó Éva,13,4.15,0.00,53.96
797,2025-04-01,Asia,South Korea,Furniture,,Priya Sharma,3,284.54,,853.61
798,2025-02-02,Asia,China,Software,Office Suite,John Smith,20,170.83,0.05,3245.68
799,2024-03-20,Africa,South Africa,Office Supplies,Stapler,Hans Müller,6,11.54,0.15,58.84
800,2025-06-07,North America,Mexico,,Extended Warranty,Carlos García,15,85.23,0.25,958.89
801,2024-08-03,Africa,Egypt,Software,Office Suite,John Smith,9,149.47,0.20,1076.19
802,2025-04-09,South America,Brazil,Furniture,Desk,Priya Sharma,11,349.78,0.25,2885.64
803,2025-09-16,Africa,South Africa,Electronics,,Emily Johnson,8,300.98,0.20,1926.27
804,2024-05-17,Asia,India,Office Supplies,Pens,John Smith,3,4.44,0.25,9.99
805,2025-12-18,North America,United States,Office Supplies,Pens,Emily Johnson,10,4.35,0.20,34.83
806,2024-05-07,Oceania,New Zealand,Software,Office Suite,Kovács Anna,19,152.96,,2906.30
807,2025-12-16,Asia,South Korea,Office Supplies,Binder,Carlos García,10,6.35,0.15,53.97
808,2025-04-06,Africa,Egypt,Furniture,Desk Lamp,Yuki Tanaka,19,48.06,0.05,867.44
809,2024-01-01,Europe,Hungary,Office Supplies,Binder,Emily Johnson,7,5.53,0.25,29.05
810,2025-06-21,Africa,South Africa,,Gift Card,Szabó Éva,9,93.26,0.25,629.47
811,2024-07-18,,Iceland,,Extended Warranty,,19,81.48,,1548.14
812,2024-08-24,South America,Brazil,Office Supplies,Stapler,Marie Dubois,20,11.08,0.15,188.39
813,2024-07-24,Africa,Egypt,Electronics,Mouse,Hans Müller,15,28.65,0.05,408.24
814,2024-02-13,South America,Brazil,Furniture,Desk Lamp,Nagy Péter,7,43.89,0.20,245.78
815,2025-11-03,North America,United States,Electronics,,Yuki Tanaka,3,157.77,,473.31
816,2025-08-20,South America,Brazil,,Extended Warranty,Carlos García,14,,,
817,2025-02-01,Oceania,Australia,Furniture,Desk,Emily Johnson,11,426.83,0.25,3521.38
818,2024-07-10,Asia,India,Furniture,Bookshelf,Emily Johnson,5,,0.05,
819,2025-09-01,Europe,France,,Extended Warranty,Szabó Éva,9,85.84,0.15,656.68
820,2025-03-30,Oceania,New Zealand,Office Supplies,Pens,Priya Sharma,12,4.41,0.15,45.01
821,2025-05-12,South America,Brazil,Software,Antivirus,Priya Sharma,9,45.98,,413.81
822,2024-03-28,Europe,France,Furniture,Bookshelf,Carlos García,1,202.49,0.15,172.12
823,2024-01-18,,Singapore,,Shipping,John Smith,3,15.30,0.20,36.71
824,2025-07-26,Europe,Hungary,Software,IDE License,John Smith,15,189.73,0.15,2419.09
825,2025-12-16,,Iceland,Furniture,Desk Lamp,Kovács Anna,4,46.91,0.10,168.87
826,2024-06-22,Oceania,Australia,Office Supplies,Binder,Marie Dubois,20,5.28,,105.70
827,2024-04-22,Europe,United Kingdom,Electronics,Monitor,Nagy Péter,5,364.77,,1823.84
828,2024-11-02,Africa,,,,Hans Müller,10,430.79,0.05,4092.47
829,2024-04-04,Asia,South Korea,Furniture,Desk,Hans Müller,8,341.58,0.20,2186.09
830,2025-10-16,Africa,South Africa,,Gift Card,Priya Sharma,10,86.36,0.25,647.68
831,2025-10-11,Asia,Japan,Office Supplies,Pens,Carlos García,11,4.01,0.15,37.45
832,2024-03-12,Oceania,Australia,Office Supplies,Printer Paper,Hans Müller,,7.48,0.10,
833,2024-04-15,Europe,France,Furniture,Desk,Szabó Éva,,359.75,,
834,2024-06-18,Europe,Poland,Electronics,Mouse,Nagy Péter,2,22.44,,44.87
835,2024-11-03,North America,Canada,,Shipping,John Smith,12,14.09,0.00,169.11
836,2024-08-17,Europe,Germany,Furniture,Desk Lamp,Carlos García,17,50.99,0.30,606.75
837,2024-08-26,Europe,Hungary,Office Supplies,Pens,Yuki Tanaka,8,4.09,0.15,27.79
838,2025-08-31,Oceania,Australia,Furniture,Desk Lamp,Carlos García,5,47.65,,238.26
839,2024-01-17,Asia,India,Software,Office Suite,Hans Müller,16,151.45,0.00,2423.12
840,2025-03-19,Europe,Hungary,Furniture,,Priya Sharma,4,308.12,0.20,985.99
841,2024-06-24,,Iceland,Electronics,Monitor,Yuki Tanaka,10,365.15,0.20,2921.21
842,2025-02-14,Oceania,Australia,Office Supplies,Binder,Carlos García,12,5.99,0.25,53.90
843,2025-09-05,South America,Argentina,Office Supplies,Pens,Szabó Éva,10,4.23,0.25,31.70
844,2025-08-17,North America,United States,Electronics,Headphones,Priya Sharma,10,88.42,0.05,840.00
845,2025-03-24,Europe,France,,Extended Warranty,Marie Dubois,12,84.55,0.20,811.68
846,2025-12-05,Europe,,,,Nagy Péter,11,86.26,0.20,759.06
847,2024-01-18,Asia,China,Electronics,Headphones,Marie Dubois,8,94.36,0.05,717.16
848,2025-02-23,Asia,South Korea,,Extended Warranty,Yuki Tanaka,6,75.26,0.15,383.81
849,2024-11-01,Oceania,Australia,,Gift Card,Priya Sharma,17,101.75,,1729.74
850,2024-04-04,,Iceland,Electronics,Headphones,Marie Dubois,18,94.41,0.05,1614.41
851,2024-07-16,Europe,United Kingdom,Furniture,Office Chair,Szabó Éva,9,253.91,0.20,1828.18
852,2025-06-21,Asia,Japan,Furniture,Desk,Emily Johnson,14,366.61,0.20,4106.02
853,2025-09-17,Europe,United Kingdom,Electronics,Monitor,Marie Dubois,9,365.93,0.00,3293.41
854,2024-02-13,Asia,Japan,Furniture,Bookshelf,,6,180.76,0.05,1030.32
855,2025-07-19,Asia,India,Office Supplies,Binder,Kovács Anna,15,5.65,0.20,67.82
856,2024-08-06,Europe,,,,Emily Johnson,8,592.54,0.10,4266.26
857,2024-07-06,Asia,South Korea,Electronics,Headphones,Emily Johnson,9,85.29,0.10,690.82
858,2025-07-11,Oceania,Australia,Office Supplies,Pens,Nagy Péter,13,3.44,,44.78
859,2024-07-23,Africa,,,,Hans Müller,16,258.85,0.15,3520.35
860,2025-05-17,Europe,Germany,Furniture,Desk Lamp,Kovács Anna,6,38.59,0.05,219.95
861,2024-12-20,Africa,South Africa,Office Supplies,,Emily Johnson,1,295.36,0.30,206.75
862,2024-11-21,Europe,United Kingdom,,Extended Warranty,Kovács Anna,9,87.64,0.20,631.01
863,2024-09-03,Africa,Egypt,Furniture,Desk Lamp,Priya Sharma,12,51.57,0.25,464.11
864,2025-09-01,Oceania,Australia,Electronics,Keyboard,Emily Johnson,10,56.61,0.25,424.58
865,2025-08-27,Asia,,,,Nagy Péter,20,300.92,0.20,4814.64
866,2024-01-08,Asia,South Korea,Furniture,Office Chair,Szabó Éva,20,270.16,0.15,4592.77
867,2024-12-08,Asia,India,,Shipping,Carlos García,5,16.61,,83.06
868,2024-07-26,Asia,Japan,Software,Antivirus,Marie Dubois,15,52.49,0.05,747.94
869,2024-05-26,Asia,China,Office Supplies,Stapler,Hans Müller,10,12.70,0.15,107.93
870,2024-04-08,South America,Argentina,Furniture,Desk Lamp,Szabó Éva,14,45.35,,634.96
871,2025-09-02,South America,Argentina,Electronics,Headphones,Emily Johnson,15,99.41,,1491.18
872,2025-02-21,,Singapore,Office Supplies,Pens,Hans Müller,1,,0.30,
873,2024-03-28,Oceania,Australia,,Shipping,Yuki Tanaka,,14.79,0.20,
874,2025-07-30,Europe,United Kingdom,Office Supplies,Printer Paper,Nagy Péter,6,8.90,0.20,42.73
875,2024-08-19,Europe,Germany,,Shipping,Yuki Tanaka,19,16.53,0.30,219.89
876,2024-04-19,Europe,Hungary,Office Supplies,Printer Paper,Kovács Anna,2,7.06,0.00,14.12
877,2025-12-11,Asia,Japan,Electronics,Monitor,Hans Müller,1,400.36,0.30,280.25
878,2025-04-24,South America,Brazil,Office Supplies,Printer Paper,Kovács Anna,15,9.06,0.00,135.94
879,2025-04-26,Europe,Hungary,,Gift Card,Emily Johnson,12,93.54,0.15,954.07
880,2024-07-22,South America,Brazil,Software,IDE License,Priya Sharma,10,187.23,0.05,1778.65
881,2024-12-17,South America,Argentina,Electronics,Keyboard,Emily Johnson,5,51.79,,258.97
882,2025-03-08,North America,Mexico,Office Supplies,Stapler,,7,11.24,,78.71
883,2025-11-26,North America,United States,Office Supplies,Printer Paper,Szabó Éva,18,8.43,0.15,129.02
